"PC1","PC2","PC3","PC4","PC5","PC6","physical","mental","temporal","performance","effort","frustration"
1.03521419215026,0.996647854930335,0.635526163732005,-0.0354995868593458,-0.202139843540954,-0.0603195356140638,4,4,4,3,4,3
-0.439216150899936,-0.339236524608024,0.129085792560024,0.169279341389543,0.316453297398791,0.525362765108421,2,4,2,3,3,3
4.26121600018958,0.218647650778098,0.645793107713453,-1.20922641120842,-0.675071670191858,0.0844290057139034,6,7,5,6,6,4
-0.751666161223564,-0.67447077760576,-0.0816810757579099,-0.162845907635743,0.785838703597729,0.493699729553874,2,4,1,3,3,3
2.5812377081092,0.220153034987579,0.437283031142988,-1.1319372390218,-0.582291136702227,0.0897873838224703,5,6,4,5,5,3
0.13643427965822,-0.932041463841568,-1.04802835353178,0.634998526998359,0.0430638451965889,0.0188124910562655,1,5,2,3,5,3
0.695715104643735,0.24773205603902,-0.599385479332902,-0.310584925025751,-0.478771324887295,-0.285468095963641,3,5,3,3,5,2
-1.83094884382985,0.888343951578322,0.793771790228526,-1.14220208129895,0.77407725107503,-1.13139218345072,4,1,1,2,3,1
-0.470106787729849,0.129743340357782,0.172103489667684,-0.638836304306288,0.0612422537298904,0.271762015893998,3,4,2,3,3,2
-0.953372550606732,-0.219742424717305,-0.850913253011027,0.574819892856703,-0.130779747728763,-0.0265089686406503,1,4,2,2,4,2
-0.613873463100209,0.52917337417401,0.38399839005388,0.849905231023109,0.145851733617578,0.198639591708927,2,3,3,2,3,3
2.13754906834083,-0.605568232448675,-0.120183485224806,0.570826128360524,0.710955311142457,-0.277382987368791,3,5,3,4,6,5
-2.69300357451331,-0.198471000615697,0.14137097562153,0.0522331617939901,0.0511999036342566,-0.0202888354482573,1,2,1,2,2,1
-0.704413194111216,-0.293396847873937,0.501721663857622,0.313466579949632,0.416391693597481,0.145610662297569,2,3,2,3,3,3
1.34766784011899,0.0205659810221913,-0.279795696457001,1.16817856003763,-0.234973363964476,0.171053564659723,2,5,4,3,5,4
3.45310046227522,-0.0652323976707747,1.19620654153536,-0.451258878734681,-0.677956157578434,-0.592732326547772,5,5,5,6,6,4
-2.94380423003399,0.328728221991633,-0.254945054787283,0.0422026408744226,0.135451841764381,0.865151786330926,1,3,1,1,1,1
0.136430642013118,0.379274663064312,0.0780603749751567,-0.236554370873332,-0.393488040578826,-0.180897573662974,3,4,3,3,4,2
-0.221275712446107,0.545165995831947,0.299135910153835,-1.32277328262761,0.149410025424935,1.05349387045634,4,5,2,3,2,2
2.04487715785109,0.801371362448741,0.00886960609817287,-1.85352080872697,-0.054677819864245,-1.03818523501206,6,5,3,4,6,2
-0.204913382163671,1.39521979052958,0.925556346877026,-1.65457644073807,-0.475248028244214,0.451804053985611,5,4,3,3,2,1
-0.0671170463952129,1.28754781540347,0.265147084181876,0.229727595792475,-0.678683112448949,0.356453980859903,3,4,4,2,3,2
0.31108795421339,-0.489135235717722,-0.176852222518699,-0.917180260506897,-0.222886476797613,0.145825599736521,3,5,2,4,4,2
-0.307389916612124,1.35394660116474,-0.578919909268196,0.172072433223049,0.00420285185924407,-0.138165785949353,3,4,3,1,4,2
-3.25228803714393,-0.0669283935904051,0.818816829929589,0.126263715946409,0.136483187942725,0.0842816868524094,1,1,1,2,1,1
3.20229980675454,0.461966824936556,0.799890511126549,-0.461289399654249,-0.593704219448309,0.292708295231411,5,6,5,5,5,4
0.973436556135535,0.623291457956066,-0.404527170559616,-0.780177980379317,-0.27601004510334,-0.367810969323671,4,5,3,3,5,2
1.51648696969549,-0.847382022397652,-0.482790965208368,-0.0998217110070279,0.722368393888539,-0.480303898777731,3,5,2,4,6,4
